trial_id,tier,model,order_qty,demand_shock,units_sold,unsold_units,sell_through_pct,gmv,profit,capital_employed
631,Hot / predictable,SOR,1930,1.066,1930.0,0.0,100.0,4349445,1743945,0
632,Hot / predictable,MP,1930,1.223,1930.0,0.0,100.0,4825000,1061500,0
632,Hot / predictable,OR,1930,1.223,1930.0,0.0,100.0,4460696,2144696,2316000
632,Hot / predictable,SOR,1930,1.223,1930.0,0.0,100.0,4460696,1855196,0
633,Hot / predictable,MP,1930,0.809,1420.3,509.7,73.6,3383792,744434,0
633,Hot / predictable,OR,1930,0.809,1685.6,244.4,87.3,3333526,1061524,2316000
633,Hot / predictable,SOR,1930,0.809,1685.6,244.4,87.3,3333526,1058010,0
634,Hot / predictable,MP,1930,1.163,1930.0,0.0,100.0,4825000,1061500,0
634,Hot / predictable,OR,1930,1.163,1930.0,0.0,100.0,4392631,2076631,2316000
634,Hot / predictable,SOR,1930,1.163,1930.0,0.0,100.0,4392631,1787131,0
635,Hot / predictable,MP,1930,0.846,1457.3,472.7,75.5,3539408,778670,0
635,Hot / predictable,OR,1930,0.846,1742.4,187.6,90.3,3486596,1204361,2316000
635,Hot / predictable,SOR,1930,0.846,1742.4,187.6,90.3,3486596,1134331,0
636,Hot / predictable,MP,1930,0.909,1565.8,364.2,81.1,3802988,836657,0
636,Hot / predictable,OR,1930,0.909,1826.0,104.0,94.6,3747717,1450442,2316000
636,Hot / predictable,SOR,1930,0.909,1826.0,104.0,94.6,3747717,1282659,0
637,Hot / predictable,MP,1930,0.964,1617.7,312.3,83.8,4044261,889738,0
637,Hot / predictable,OR,1930,0.964,1838.3,91.7,95.2,4016541,1717046,2316000
637,Hot / predictable,SOR,1930,0.964,1838.3,91.7,95.2,4016541,1534823,0
638,Hot / predictable,MP,1930,1.017,1706.7,223.3,88.4,4266777,938691,0
638,Hot / predictable,OR,1930,1.017,1877.2,52.8,97.3,4239516,1933017,2316000
638,Hot / predictable,SOR,1930,1.017,1877.2,52.8,97.3,4239516,1705270,0
639,Hot / predictable,MP,1930,0.967,1623.9,306.1,84.1,4059751,893145,0
639,Hot / predictable,OR,1930,0.967,1845.4,84.6,95.6,4031925,1731162,2316000
639,Hot / predictable,SOR,1930,0.967,1845.4,84.6,95.6,4031925,1540701,0
640,Hot / predictable,MP,1930,0.91,1568.0,362.0,81.2,3808310,837828,0
640,Hot / predictable,OR,1930,0.91,1828.5,101.5,94.7,3752962,1455227,2316000
640,Hot / predictable,SOR,1930,0.91,1828.5,101.5,94.7,3752962,1284454,0
641,Hot / predictable,MP,1930,0.932,1605.1,324.9,83.2,3898265,857618,0
641,Hot / predictable,OR,1930,0.932,1802.8,127.2,93.4,3883251,1590139,2316000
641,Hot / predictable,SOR,1930,0.932,1802.8,127.2,93.4,3883251,1449409,0
642,Hot / predictable,MP,1930,1.265,1930.0,0.0,100.0,4825000,1061500,0
642,Hot / predictable,OR,1930,1.265,1930.0,0.0,100.0,4448316,2132316,2316000
642,Hot / predictable,SOR,1930,1.265,1930.0,0.0,100.0,4448316,1842816,0
643,Hot / predictable,MP,1930,0.736,1365.7,564.3,70.8,3066487,674627,0
643,Hot / predictable,OR,1930,0.736,1622.0,308.0,84.0,3000882,740325,2316000
643,Hot / predictable,SOR,1930,0.736,1622.0,308.0,84.0,3000882,811204,0
644,Hot / predictable,MP,1930,0.925,1593.0,337.0,82.5,3868869,851151,0
644,Hot / predictable,OR,1930,0.925,1789.3,140.7,92.7,3853968,1563302,2316000
644,Hot / predictable,SOR,1930,0.925,1789.3,140.7,92.7,3853968,1438479,0
645,Hot / predictable,MP,1930,0.883,1521.1,408.9,78.8,3694385,812765,0
645,Hot / predictable,OR,1930,0.883,1796.7,133.3,93.1,3639962,1347952,2316000
645,Hot / predictable,SOR,1930,0.883,1796.7,133.3,93.1,3639962,1214382,0
646,Hot / predictable,MP,1930,1.06,1778.9,151.1,92.2,4447246,978394,0
646,Hot / predictable,OR,1930,1.06,1930.0,0.0,100.0,4352286,2036286,2316000
646,Hot / predictable,SOR,1930,1.06,1930.0,0.0,100.0,4352286,1746786,0
647,Hot / predictable,MP,1930,0.89,1533.1,396.9,79.4,3723564,819184,0
647,Hot / predictable,OR,1930,0.89,1810.9,119.1,93.8,3668711,1374146,2316000
647,Hot / predictable,SOR,1930,0.89,1810.9,119.1,93.8,3668711,1223973,0
648,Hot / predictable,MP,1930,1.053,1766.7,163.3,91.5,4416793,971694,0
648,Hot / predictable,OR,1930,1.053,1930.0,0.0,100.0,4355523,2039523,2316000
648,Hot / predictable,SOR,1930,1.053,1930.0,0.0,100.0,4355523,1750023,0
649,Hot / predictable,MP,1930,1.043,1751.5,178.5,90.8,4378813,963339,0
649,Hot / predictable,OR,1930,1.043,1926.5,3.5,99.8,4350837,2035465,2316000
649,Hot / predictable,SOR,1930,1.043,1926.5,3.5,99.8,4350837,1750047,0
650,Hot / predictable,MP,1930,1.153,1930.0,0.0,100.0,4825000,1061500,0
650,Hot / predictable,OR,1930,1.153,1930.0,0.0,100.0,4396093,2080093,2316000
650,Hot / predictable,SOR,1930,1.153,1930.0,0.0,100.0,4396093,1790593,0
651,Hot / predictable,MP,1930,1.252,1930.0,0.0,100.0,4825000,1061500,0
651,Hot / predictable,OR,1930,1.252,1930.0,0.0,100.0,4452249,2136249,2316000
651,Hot / predictable,SOR,1930,1.252,1930.0,0.0,100.0,4452249,1846749,0
652,Hot / predictable,MP,1930,0.93,1601.9,328.1,83.0,3890613,855935,0
652,Hot / predictable,OR,1930,0.93,1799.3,130.7,93.2,3875628,1583153,2316000
652,Hot / predictable,SOR,1930,0.93,1799.3,130.7,93.2,3875628,1446564,0
653,Hot / predictable,MP,1930,0.925,1592.9,337.1,82.5,3868648,851103,0
653,Hot / predictable,OR,1930,0.925,1789.1,140.9,92.7,3853748,1563101,2316000
653,Hot / predictable,SOR,1930,0.925,1789.1,140.9,92.7,3853748,1438397,0
654,Hot / predictable,MP,1930,1.107,1857.9,72.1,96.3,4644703,1021835,0
654,Hot / predictable,OR,1930,1.107,1930.0,0.0,100.0,4413432,2097432,2316000
654,Hot / predictable,SOR,1930,1.107,1930.0,0.0,100.0,4413432,1807932,0
655,Hot / predictable,MP,1930,0.817,1406.7,523.3,72.9,3416423,751613,0
655,Hot / predictable,OR,1930,0.817,1701.4,228.6,88.2,3364824,1089973,2316000
655,Hot / predictable,SOR,1930,0.817,1701.4,228.6,88.2,3364824,1067944,0
656,Hot / predictable,MP,1930,0.952,1640.0,290.0,85.0,3983169,876297,0
656,Hot / predictable,OR,1930,0.952,1816.4,113.6,94.1,3968647,1673097,2316000
656,Hot / predictable,SOR,1930,0.952,1816.4,113.6,94.1,3968647,1516521,0
657,Hot / predictable,MP,1930,1.033,1733.6,196.4,89.8,4334115,953505,0
657,Hot / predictable,OR,1930,1.033,1906.8,23.2,98.8,4306424,1994592,2316000
657,Hot / predictable,SOR,1930,1.033,1906.8,23.2,98.8,4306424,1732183,0
658,Hot / predictable,MP,1930,1.05,1762.2,167.8,91.3,4405403,969189,0
658,Hot / predictable,OR,1930,1.05,1930.0,0.0,100.0,4356734,2040734,2316000
658,Hot / predictable,SOR,1930,1.05,1930.0,0.0,100.0,4356734,1751234,0
659,Hot / predictable,MP,1930,0.902,1553.3,376.7,80.5,3772623,829977,0
659,Hot / predictable,OR,1930,0.902,1834.8,95.2,95.1,3717048,1418188,2316000
659,Hot / predictable,SOR,1930,0.902,1834.8,95.2,95.1,3717048,1240099,0
660,Hot / predictable,MP,1930,1.073,1800.5,129.5,93.3,4501226,990270,0
660,Hot / predictable,OR,1930,1.073,1930.0,0.0,100.0,4346548,2030548,2316000
660,Hot / predictable,SOR,1930,1.073,1930.0,0.0,100.0,4346548,1741048,0
661,Hot / predictable,MP,1930,1.06,1778.8,151.2,92.2,4447056,978352,0
661,Hot / predictable,OR,1930,1.06,1930.0,0.0,100.0,4352306,2036306,2316000
661,Hot / predictable,SOR,1930,1.06,1930.0,0.0,100.0,4352306,1746806,0
662,Hot / predictable,MP,1930,1.004,1684.9,245.1,87.3,4212228,926690,0
662,Hot / predictable,OR,1930,1.004,1881.5,48.5,97.5,4184416,1877152,2316000
662,Hot / predictable,SOR,1930,1.004,1881.5,48.5,97.5,4184416,1644441,0
663,Hot / predictable,MP,1930,1.019,1709.7,220.3,88.6,4274287,940343,0
663,Hot / predictable,OR,1930,1.019,1880.5,49.5,97.4,4246978,1939884,2316000
663,Hot / predictable,SOR,1930,1.019,1880.5,49.5,97.4,4246978,1708272,0
664,Hot / predictable,MP,1930,0.844,1454.3,475.7,75.4,3532077,777057,0
664,Hot / predictable,OR,1930,0.844,1738.8,191.2,90.1,3479375,1197789,2316000
664,Hot / predictable,SOR,1930,0.844,1738.8,191.2,90.1,3479375,1131982,0
665,Hot / predictable,MP,1930,1.144,1920.2,9.8,99.5,4800532,1056117,0
665,Hot / predictable,OR,1930,1.144,1930.0,0.0,100.0,4399624,2083624,2316000
665,Hot / predictable,SOR,1930,1.144,1930.0,0.0,100.0,4399624,1794124,0
666,Hot / predictable,MP,1930,0.939,1617.7,312.3,83.8,3929034,864387,0
666,Hot / predictable,OR,1930,0.939,1817.1,112.9,94.1,3913901,1618227,2316000
666,Hot / predictable,SOR,1930,0.939,1817.1,112.9,94.1,3913901,1460849,0
667,Hot / predictable,MP,1930,0.934,1609.1,320.9,83.4,3908171,859798,0
667,Hot / predictable,OR,1930,0.934,1807.4,122.6,93.6,3893118,1599181,2316000
667,Hot / predictable,SOR,1930,0.934,1807.4,122.6,93.6,3893118,1453092,0
668,Hot / predictable,MP,1930,1.012,1698.5,231.5,88.0,4246133,934149,0
668,Hot / predictable,OR,1930,1.012,1896.6,33.4,98.3,4218096,1908107,2316000
668,Hot / predictable,SOR,1930,1.012,1896.6,33.4,98.3,4218096,1657678,0
669,Hot / predictable,MP,1930,1.03,1728.3,201.7,89.5,4320680,950550,0
669,Hot / predictable,OR,1930,1.03,1900.9,29.1,98.5,4293075,1982307,2316000
669,Hot / predictable,SOR,1930,1.03,1900.9,29.1,98.5,4293075,1726814,0
670,Hot / predictable,MP,1930,1.023,1717.8,212.2,89.0,4294410,944770,0
670,Hot / predictable,OR,1930,1.023,1889.4,40.6,97.9,4266972,1958285,2316000
670,Hot / predictable,SOR,1930,1.023,1889.4,40.6,97.9,4266972,1716314,0
671,Hot / predictable,MP,1930,0.897,1544.0,386.0,80.0,3750025,825006,0
671,Hot / predictable,OR,1930,0.897,1823.8,106.2,94.5,3694783,1397901,2316000
671,Hot / predictable,SOR,1930,0.897,1823.8,106.2,94.5,3694783,1232671,0
672,Hot / predictable,MP,1930,1.093,1835.5,94.5,95.1,4588698,1009514,0
672,Hot / predictable,OR,1930,1.093,1930.0,0.0,100.0,4418394,2102394,2316000
672,Hot / predictable,SOR,1930,1.093,1930.0,0.0,100.0,4418394,1812894,0
673,Hot / predictable,MP,1930,1.109,1861.7,68.3,96.5,4654277,1023941,0
673,Hot / predictable,OR,1930,1.109,1930.0,0.0,100.0,4412583,2096583,2316000
673,Hot / predictable,SOR,1930,1.109,1930.0,0.0,100.0,4412583,1807083,0
674,Hot / predictable,MP,1930,0.946,1629.3,300.7,84.4,3957218,870588,0
674,Hot / predictable,OR,1930,0.946,1830.1,99.9,94.8,3941977,1643957,2316000
674,Hot / predictable,SOR,1930,0.946,1830.1,99.9,94.8,3941977,1471328,0
675,Hot / predictable,MP,1930,1.06,1779.0,151.0,92.2,4447586,978469,0
675,Hot / predictable,OR,1930,1.06,1930.0,0.0,100.0,4352250,2036250,2316000
675,Hot / predictable,SOR,1930,1.06,1930.0,0.0,100.0,4352250,1746750,0
676,Hot / predictable,MP,1930,0.953,1641.4,288.6,85.0,3986596,877051,0
676,Hot / predictable,OR,1930,0.953,1818.0,112.0,94.2,3972062,1676231,2316000
676,Hot / predictable,SOR,1930,0.953,1818.0,112.0,94.2,3972062,1517826,0
677,Hot / predictable,MP,1930,1.107,1858.6,71.4,96.3,4646459,1022221,0
677,Hot / predictable,OR,1930,1.107,1930.0,0.0,100.0,4413276,2097276,2316000
677,Hot / predictable,SOR,1930,1.107,1930.0,0.0,100.0,4413276,1807776,0
678,Hot / predictable,MP,1930,1.33,1930.0,0.0,100.0,4825000,1061500,0
678,Hot / predictable,OR,1930,1.33,1930.0,0.0,100.0,4428960,2112960,2316000
678,Hot / predictable,SOR,1930,1.33,1930.0,0.0,100.0,4428960,1823460,0
679,Hot / predictable,MP,1930,1.199,1930.0,0.0,100.0,4825000,1061500,0
679,Hot / predictable,OR,1930,1.199,1930.0,0.0,100.0,4468058,2152058,2316000
679,Hot / predictable,SOR,1930,1.199,1930.0,0.0,100.0,4468058,1862558,0
680,Hot / predictable,MP,1930,0.836,1439.3,490.7,74.6,3495619,769036,0
680,Hot / predictable,OR,1930,0.836,1740.8,189.2,90.2,3442824,1160875,2316000
680,Hot / predictable,SOR,1930,0.836,1740.8,189.2,90.2,3442824,1092700,0
681,Hot / predictable,MP,1930,0.983,1649.6,280.4,85.5,4124042,907289,0
681,Hot / predictable,OR,1930,0.983,1874.6,55.4,97.1,4095775,1789752,2316000
681,Hot / predictable,SOR,1930,0.983,1874.6,55.4,97.1,4095775,1565100,0
682,Hot / predictable,MP,1930,0.984,1652.3,277.7,85.6,4130668,908747,0
682,Hot / predictable,OR,1930,0.984,1877.6,52.4,97.3,4102356,1795790,2316000
682,Hot / predictable,SOR,1930,0.984,1877.6,52.4,97.3,4102356,1567614,0
683,Hot / predictable,MP,1930,0.861,1483.1,446.9,76.8,3602071,792456,0
683,Hot / predictable,OR,1930,0.861,1773.3,156.7,91.9,3548325,1260536,2316000
683,Hot / predictable,SOR,1930,0.861,1773.3,156.7,91.9,3548325,1154414,0
684,Hot / predictable,MP,1930,0.96,1611.4,318.6,83.5,4028616,886296,0
684,Hot / predictable,OR,1930,0.96,1831.2,98.8,94.9,4001003,1702788,2316000
684,Hot / predictable,SOR,1930,0.96,1831.2,98.8,94.9,4001003,1528885,0
685,Hot / predictable,MP,1930,0.936,1611.4,318.6,83.5,3913561,860984,0
685,Hot / predictable,OR,1930,0.936,1809.9,120.1,93.8,3898488,1604102,2316000
685,Hot / predictable,SOR,1930,0.936,1809.9,120.1,93.8,3898488,1455096,0
686,Hot / predictable,MP,1930,1.146,1923.4,6.6,99.7,4808421,1057853,0
686,Hot / predictable,OR,1930,1.146,1930.0,0.0,100.0,4398925,2082925,2316000
686,Hot / predictable,SOR,1930,1.146,1930.0,0.0,100.0,4398925,1793425,0
687,Hot / predictable,MP,1930,1.023,1717.6,212.4,89.0,4293981,944676,0
687,Hot / predictable,OR,1930,1.023,1889.2,40.8,97.9,4266546,1957893,2316000
687,Hot / predictable,SOR,1930,1.023,1889.2,40.8,97.9,4266546,1716143,0
688,Hot / predictable,MP,1930,1.144,1919.7,10.3,99.5,4799213,1055827,0
688,Hot / predictable,OR,1930,1.144,1930.0,0.0,100.0,4399741,2083741,2316000
688,Hot / predictable,SOR,1930,1.144,1930.0,0.0,100.0,4399741,1794241,0
689,Hot / predictable,MP,1930,0.843,1452.1,477.9,75.2,3526667,775867,0
689,Hot / predictable,OR,1930,0.843,1736.1,193.9,90.0,3474046,1192939,2316000
689,Hot / predictable,SOR,1930,0.843,1736.1,193.9,90.0,3474046,1130248,0
690,Hot / predictable,MP,1930,1.044,1751.8,178.2,90.8,4379578,963507,0
690,Hot / predictable,OR,1930,1.044,1926.8,3.2,99.8,4351597,2036164,2316000
690,Hot / predictable,SOR,1930,1.044,1926.8,3.2,99.8,4351597,1750353,0
691,Hot / predictable,MP,1930,0.876,1508.5,421.5,78.2,3663814,806039,0
691,Hot / predictable,OR,1930,0.876,1781.9,148.1,92.3,3609841,1320507,2316000
691,Hot / predictable,SOR,1930,0.876,1781.9,148.1,92.3,3609841,1204333,0
692,Hot / predictable,MP,1930,0.902,1553.1,376.9,80.5,3772134,829870,0
692,Hot / predictable,OR,1930,0.902,1834.5,95.5,95.1,3716566,1417749,2316000
692,Hot / predictable,SOR,1930,0.902,1834.5,95.5,95.1,3716566,1239939,0
693,Hot / predictable,MP,1930,0.871,1499.8,430.2,77.7,3642592,801370,0
693,Hot / predictable,OR,1930,0.871,1771.5,158.5,91.8,3588932,1301456,2316000
693,Hot / predictable,SOR,1930,0.871,1771.5,158.5,91.8,3588932,1197357,0
694,Hot / predictable,MP,1930,0.985,1654.1,275.9,85.7,4135312,909769,0
694,Hot / predictable,OR,1930,0.985,1879.7,50.3,97.4,4106968,1800022,2316000
694,Hot / predictable,SOR,1930,0.985,1879.7,50.3,97.4,4106968,1569377,0
695,Hot / predictable,MP,1930,0.993,1667.2,262.8,86.4,4168085,916979,0
695,Hot / predictable,OR,1930,0.993,1861.7,68.3,96.5,4140563,1836849,2316000
695,Hot / predictable,SOR,1930,0.993,1861.7,68.3,96.5,4140563,1627208,0
696,Hot / predictable,MP,1930,1.063,1785.0,145.0,92.5,4462378,981723,0
696,Hot / predictable,OR,1930,1.063,1930.0,0.0,100.0,4350678,2034678,2316000
696,Hot / predictable,SOR,1930,1.063,1930.0,0.0,100.0,4350678,1745178,0
697,Hot / predictable,MP,1930,0.962,1614.1,315.9,83.6,4035361,887779,0
697,Hot / predictable,OR,1930,0.962,1834.3,95.7,95.0,4007702,1708934,2316000
697,Hot / predictable,SOR,1930,0.962,1834.3,95.7,95.0,4007702,1531445,0
698,Hot / predictable,MP,1930,1.033,1733.4,196.6,89.8,4333483,953366,0
698,Hot / predictable,OR,1930,1.033,1906.6,23.4,98.8,4305796,1994014,2316000
698,Hot / predictable,SOR,1930,1.033,1906.6,23.4,98.8,4305796,1731931,0
699,Hot / predictable,MP,1930,1.065,1786.9,143.1,92.6,4467290,982804,0
699,Hot / predictable,OR,1930,1.065,1930.0,0.0,100.0,4350156,2034156,2316000
699,Hot / predictable,SOR,1930,1.065,1930.0,0.0,100.0,4350156,1744656,0
700,Hot / predictable,MP,1930,0.748,1367.0,563.0,70.8,3117272,685800,0
700,Hot / predictable,OR,1930,0.748,1621.2,308.8,84.0,3064430,804010,2316000
700,Hot / predictable,SOR,1930,0.748,1621.2,308.8,84.0,3064430,875780,0
701,Hot / predictable,MP,1930,0.889,1530.8,399.2,79.3,3717907,817940,0
701,Hot / predictable,OR,1930,0.889,1808.2,121.8,93.7,3663138,1369068,2316000
701,Hot / predictable,SOR,1930,0.889,1808.2,121.8,93.7,3663138,1222114,0
702,Hot / predictable,MP,1930,0.99,1662.2,267.8,86.1,4155516,914213,0
702,Hot / predictable,OR,1930,0.99,1856.1,73.9,96.2,4128077,1825374,2316000
702,Hot / predictable,SOR,1930,0.99,1856.1,73.9,96.2,4128077,1622301,0
703,Hot / predictable,MP,1930,0.978,1641.5,288.5,85.1,4103842,902845,0
703,Hot / predictable,OR,1930,0.978,1865.4,64.6,96.7,4075714,1771343,2316000
703,Hot / predictable,SOR,1930,0.978,1865.4,64.6,96.7,4075714,1557434,0
704,Hot / predictable,MP,1930,0.713,1324.2,605.8,68.6,2973189,654102,0
704,Hot / predictable,OR,1930,0.713,1588.3,341.7,82.3,2909080,654582,2316000
704,Hot / predictable,SOR,1930,0.713,1588.3,341.7,82.3,2909080,764844,0
705,Hot / predictable,MP,1930,0.709,1334.8,595.2,69.2,2955183,650140,0
705,Hot / predictable,OR,1930,0.709,1579.0,351.0,81.8,2892036,639213,2316000
705,Hot / predictable,SOR,1930,0.709,1579.0,351.0,81.8,2892036,760363,0
706,Hot / predictable,MP,1930,0.757,1384.3,545.7,71.7,3156564,694444,0
706,Hot / predictable,OR,1930,0.757,1641.7,288.3,85.1,3103055,838957,2316000
706,Hot / predictable,SOR,1930,0.757,1641.7,288.3,85.1,3103055,886819,0
707,Hot / predictable,MP,1930,0.801,1405.7,524.3,72.8,3348798,736736,0
707,Hot / predictable,OR,1930,0.801,1699.8,230.2,88.1,3282202,1007635,2316000
707,Hot / predictable,SOR,1930,0.801,1699.8,230.2,88.1,3282202,987449,0
708,Hot / predictable,MP,1930,0.837,1441.3,488.7,74.7,3500446,770098,0
708,Hot / predictable,OR,1930,0.837,1723.2,206.8,89.3,3448216,1169433,2316000
708,Hot / predictable,SOR,1930,0.837,1723.2,206.8,89.3,3448216,1121844,0
709,Hot / predictable,MP,1930,1.109,1862.0,68.0,96.5,4655013,1024103,0
709,Hot / predictable,OR,1930,1.109,1930.0,0.0,100.0,4412518,2096518,2316000
709,Hot / predictable,SOR,1930,1.109,1930.0,0.0,100.0,4412518,1807018,0
710,Hot / predictable,MP,1930,1.197,1930.0,0.0,100.0,4825000,1061500,0
710,Hot / predictable,OR,1930,1.197,1930.0,0.0,100.0,4468699,2152699,2316000
710,Hot / predictable,SOR,1930,1.197,1930.0,0.0,100.0,4468699,1863199,0
711,Hot / predictable,MP,1930,1.043,1750.2,179.8,90.7,4375489,962608,0
711,Hot / predictable,OR,1930,1.043,1925.0,5.0,99.7,4347534,2032425,2316000
711,Hot / predictable,SOR,1930,1.043,1925.0,5.0,99.7,4347534,1748719,0
712,Hot / predictable,MP,1930,0.83,1429.2,500.8,74.1,3471178,763659,0
712,Hot / predictable,OR,1930,0.83,1728.7,201.3,89.6,3418752,1138993,2316000
712,Hot / predictable,SOR,1930,0.83,1728.7,201.3,89.6,3418752,1085060,0
713,Hot / predictable,MP,1930,1.009,1692.9,237.1,87.7,4232209,931086,0
713,Hot / predictable,OR,1930,1.009,1890.4,39.6,97.9,4204264,1895394,2316000
713,Hot / predictable,SOR,1930,1.009,1890.4,39.6,97.9,4204264,1652242,0
714,Hot / predictable,MP,1930,1.271,1930.0,0.0,100.0,4825000,1061500,0
714,Hot / predictable,OR,1930,1.271,1930.0,0.0,100.0,4446641,2130641,2316000
714,Hot / predictable,SOR,1930,1.271,1930.0,0.0,100.0,4446641,1841141,0
715,Hot / predictable,MP,1930,0.79,1419.2,510.8,73.5,3291857,724209,0
715,Hot / predictable,OR,1930,0.79,1694.2,235.8,87.8,3235855,962294,2316000
715,Hot / predictable,SOR,1930,0.79,1694.2,235.8,87.8,3235855,948645,0
716,Hot / predictable,MP,1930,0.853,1468.7,461.3,76.1,3567047,784750,0
716,Hot / predictable,OR,1930,0.853,1756.0,174.0,91.0,3513824,1229139,2316000
716,Hot / predictable,SOR,1930,0.853,1756.0,174.0,91.0,3513824,1143189,0
717,Hot / predictable,MP,1930,0.977,1640.3,289.7,85.0,4100853,902188,0
717,Hot / predictable,OR,1930,0.977,1864.0,66.0,96.6,4072745,1768619,2316000
717,Hot / predictable,SOR,1930,0.977,1864.0,66.0,96.6,4072745,1556299,0
718,Hot / predictable,MP,1930,0.99,1662.6,267.4,86.1,4156527,914436,0
718,Hot / predictable,OR,1930,0.99,1856.6,73.4,96.2,4129082,1826297,2316000
718,Hot / predictable,SOR,1930,0.99,1856.6,73.4,96.2,4129082,1622696,0
719,Hot / predictable,MP,1930,0.821,1413.8,516.2,73.3,3433842,755445,0
719,Hot / predictable,OR,1930,0.821,1710.1,219.9,88.6,3381980,1105568,2316000
719,Hot / predictable,SOR,1930,0.821,1710.1,219.9,88.6,3381980,1073389,0
720,Hot / predictable,MP,1930,0.829,1428.1,501.9,74.0,3468443,763058,0
720,Hot / predictable,OR,1930,0.829,1727.3,202.7,89.5,3416059,1136545,2316000
720,Hot / predictable,SOR,1930,0.829,1727.3,202.7,89.5,3416059,1084205,0
721,Hot / predictable,MP,1930,0.798,1435.0,495.0,74.4,3328544,732280,0
721,Hot / predictable,OR,1930,0.798,1694.8,235.2,87.8,3272503,998840,2316000
721,Hot / predictable,SOR,1930,0.798,1694.8,235.2,87.8,3272503,984531,0
722,Hot / predictable,MP,1930,1.035,1737.6,192.4,90.0,4344041,955689,0
722,Hot / predictable,OR,1930,1.035,1911.2,18.8,99.0,4316287,2003668,2316000
722,Hot / predictable,SOR,1930,1.035,1911.2,18.8,99.0,4316287,1736150,0
723,Hot / predictable,MP,1930,1.074,1802.3,127.7,93.4,4505824,991281,0
723,Hot / predictable,OR,1930,1.074,1930.0,0.0,100.0,4425738,2109738,2316000
723,Hot / predictable,SOR,1930,1.074,1930.0,0.0,100.0,4425738,1820238,0
724,Hot / predictable,MP,1930,0.961,1613.5,316.5,83.6,4033687,887411,0
724,Hot / predictable,OR,1930,0.961,1833.5,96.5,95.0,4006040,1707409,2316000
724,Hot / predictable,SOR,1930,0.961,1833.5,96.5,95.0,4006040,1530810,0
725,Hot / predictable,MP,1930,0.762,1392.9,537.1,72.2,3176374,698802,0
725,Hot / predictable,OR,1930,0.762,1652.0,278.0,85.6,3122530,856578,2316000
725,Hot / predictable,SOR,1930,0.762,1652.0,278.0,85.6,3122530,892385,0
726,Hot / predictable,MP,1930,1.014,1702.7,227.3,88.2,4256627,936458,0
726,Hot / predictable,OR,1930,1.014,1901.3,28.7,98.5,4228521,1917688,2316000
726,Hot / predictable,SOR,1930,1.014,1901.3,28.7,98.5,4228521,1661775,0
727,Hot / predictable,MP,1930,0.821,1414.2,515.8,73.3,3434739,755643,0
727,Hot / predictable,OR,1930,0.821,1710.5,219.5,88.6,3382864,1106371,2316000
727,Hot / predictable,SOR,1930,0.821,1710.5,219.5,88.6,3382864,1073669,0
728,Hot / predictable,MP,1930,0.967,1623.4,306.6,84.1,4058553,892882,0
728,Hot / predictable,OR,1930,0.967,1844.8,85.2,95.6,4030735,1730070,2316000
728,Hot / predictable,SOR,1930,0.967,1844.8,85.2,95.6,4030735,1540246,0
729,Hot / predictable,MP,1930,0.875,1507.0,423.0,78.1,3660099,805222,0
729,Hot / predictable,OR,1930,0.875,1780.1,149.9,92.2,3606181,1317172,2316000
729,Hot / predictable,SOR,1930,0.875,1780.1,149.9,92.2,3606181,1203111,0
730,Hot / predictable,MP,1930,1.098,1843.3,86.7,95.5,4608130,1013788,0
730,Hot / predictable,OR,1930,1.098,1930.0,0.0,100.0,4416673,2100673,2316000
730,Hot / predictable,SOR,1930,1.098,1930.0,0.0,100.0,4416673,1811173,0
731,Hot / predictable,MP,1930,1.077,1808.6,121.4,93.7,4521579,994747,0
731,Hot / predictable,OR,1930,1.077,1930.0,0.0,100.0,4424342,2108342,2316000
731,Hot / predictable,SOR,1930,1.077,1930.0,0.0,100.0,4424342,1818842,0
732,Hot / predictable,MP,1930,1.428,1930.0,0.0,100.0,4825000,1061500,0
732,Hot / predictable,OR,1930,1.428,1930.0,0.0,100.0,4514686,2198686,2316000
732,Hot / predictable,SOR,1930,1.428,1930.0,0.0,100.0,4514686,1909186,0
733,Hot / predictable,MP,1930,1.175,1930.0,0.0,100.0,4825000,1061500,0
733,Hot / predictable,OR,1930,1.175,1930.0,0.0,100.0,4388139,2072139,2316000
733,Hot / predictable,SOR,1930,1.175,1930.0,0.0,100.0,4388139,1782639,0
734,Hot / predictable,MP,1930,1.232,1930.0,0.0,100.0,4825000,1061500,0
734,Hot / predictable,OR,1930,1.232,1930.0,0.0,100.0,4458169,2142169,2316000
734,Hot / predictable,SOR,1930,1.232,1930.0,0.0,100.0,4458169,1852669,0
735,Hot / predictable,MP,1930,1.217,1930.0,0.0,100.0,4825000,1061500,0
735,Hot / predictable,OR,1930,1.217,1930.0,0.0,100.0,4462594,2146594,2316000
735,Hot / predictable,SOR,1930,1.217,1930.0,0.0,100.0,4462594,1857094,0
736,Hot / predictable,MP,1930,1.067,1790.7,139.3,92.8,4476779,984891,0
736,Hot / predictable,OR,1930,1.067,1930.0,0.0,100.0,4349147,2033147,2316000
736,Hot / predictable,SOR,1930,1.067,1930.0,0.0,100.0,4349147,1743647,0
737,Hot / predictable,MP,1930,0.867,1493.3,436.7,77.4,3626779,797891,0
737,Hot / predictable,OR,1930,0.867,1785.4,144.6,92.5,3572664,1282687,2316000
737,Hot / predictable,SOR,1930,0.867,1785.4,144.6,92.5,3572664,1162333,0
